,SMILES String,PC1,PC2,PC3,PC4,PC5,Cluster
Anion_0219,O=C([O-])CCN1C(=O)C=CC1=O,1.886041026,-0.29118427,9.005188972,4.21530514,-2.289074513,12
Anion_0220,O=C([O-])CCc1ccc(Cl)cc1,1.820410182,1.101984578,-1.204902,2.106023677,-0.819390063,9
Anion_0221,O=C([O-])Cc1ccc(Cl)cc1Cl,0.05684327,0.400499922,0.359115721,-1.049266914,-0.900623897,5
Anion_0222,O=C([O-])CCN1C(=O)c2ccccc2C1=O,2.475939426,1.25746482,11.97364176,2.47671508,-0.505694628,12
Anion_0223,N#CCCC(=O)[O-],4.167179318,-0.768651484,-1.17795365,-1.199937291,-1.60135968,20
Anion_0224,CC1=CC=[S+2]=C1C(=O)[O-],1.243418166,-2.573781232,0.362880319,-0.034103421,-0.349301575,17
Anion_0225,CCOC(=O)CCCCC(=O)[O-],2.117424082,1.493519917,-1.484722911,0.754563789,-0.112210297,9
Anion_0226,CC1(C(=O)[O-])CC1,6.671079552,-1.287752662,-1.963292396,-1.589207262,0.172798617,11
Anion_0227,COCCOCCOCC(=O)[O-],3.264961934,2.753144926,0.197856011,-4.52936603,-0.307492139,1
Anion_0228,CCCCCCCC=CC(=O)[O-],-2.085597525,3.922585134,-2.308658922,-1.640187131,1.551757436,16
Anion_0229,O=C([O-])c1c[s+]c[n-]1,0.206022582,-3.385129052,-1.711450468,0.272542339,-1.558849117,17
Anion_0230,COc1ccc(CCCC(=O)[O-])cc1,0.756977677,2.797252374,-0.648577158,-0.434753307,-0.794785281,5
Anion_0231,O=C([O-])C1=CCCC1,3.061081974,-2.025383995,-2.100273803,-0.359144194,-0.346108726,20
Anion_0232,O=C([O-])CS(=O)(=O)c1ccccc1,0.790626846,-2.166845741,0.65044299,0.91155305,-0.946010546,17
Anion_0233,O=C([O-])COc1cccc2ccccc12,0.071099734,-0.009089756,0.174768561,0.76272693,-1.84124104,5
Anion_0234,O=C([O-])C(=O)c1ccc(Br)cc1,-2.832093482,-2.824824998,0.753751613,0.656329702,0.139479618,8
Anion_0235,O=C([O-])CCCCCc1ccccc1,-0.363608203,5.193308291,0.211857281,-0.743126124,-0.678608669,16
Anion_0236,CC(C)(C)OC(=O)N1CCC(CC(=O)[O-])CC1,0.784192059,5.522005373,-0.925985754,-1.890587629,0.423447133,16
Anion_0237,CN1C=C(C(=O)[O-])c2ccccc21,0.25108848,0.039266381,-2.169429386,-0.461974087,-0.173361961,2
Anion_0238,O=C([O-])Cc1ccc(S)cc1,0.886550843,1.202842462,-0.327914225,-0.809586608,-1.366700464,5
Anion_0239,O=C([O-])c1c[nH+]c[n-]1,2.828572302,-1.629295398,-3.049294601,-0.58882162,-0.802374552,20
Anion_0240,O=C([O-])CCCCCS,3.906851051,0.571095926,-1.434391357,-0.168208786,-1.534469836,20
Anion_0241,COc1cccc(CCC(=O)[O-])c1,2.712243243,0.491359878,-1.345487003,1.340088043,-1.38836311,9
Anion_0242,O=C1CC(C(=O)[O-])C1,3.179001959,-0.945004343,0.703793915,0.143720338,-2.267036182,20
Anion_0243,O=C([O-])Cc1ccccn1,1.708968018,0.608911313,0.254412307,-0.405202453,-2.556776138,5
Anion_0244,O=C([O-])C[S+]=C([S-])c1ccccc1,-4.32418023,0.657124078,2.122559829,-0.206634567,-1.813274206,0
Anion_0245,CC=CCC(=O)[O-],3.93939065,0.440562653,-1.335571472,-0.847303971,-1.435631843,20
Anion_0246,O=C([O-])Cc1ccc(I)cc1,-0.400348831,1.560965997,0.309150926,-0.348439758,-1.486868176,5
Anion_0247,O=C([O-])C=Cc1c[nH+]c2cccc[c-]12,-1.814895155,0.258994463,-2.623286373,0.631842986,1.210823806,10
Anion_0248,O=C([O-])C(=O)c1ccc(F)cc1,-1.664319864,-3.498903531,0.492973039,0.474927494,-0.341686404,8
Anion_0249,O=C([O-])CC1=CC=[N+]=C[CH-]1,1.386683909,-0.991394473,-0.340294891,0.18676307,-1.666511778,20
Anion_0250,Cc1ccccc1C=CC(=O)[O-],-1.563650791,-0.552193256,-1.635015958,0.038625424,-0.538474847,2
Anion_0251,CCCCCC=CC(=O)[O-],-0.263135857,1.593088321,-2.674419774,-0.973290484,0.700592808,2
Anion_0252,Cc1ccc(CCC(=O)[O-])cc1,2.234440858,1.436537518,-1.337734234,1.710165758,-0.661078599,9
Anion_0253,CC(C)CCCCCCCCCCCCCCC([O-])=O,-4.216476448,13.18231015,-2.033079481,-1.23041654,6.071563291,19
Anion_0254,CCC=C(C)C(=O)[O-],2.458160446,-0.965645508,-1.336486923,-1.211975725,-0.624266749,20
Anion_0255,O=C([O-])C1CC=CC1,4.323992725,-0.373274968,-1.979861011,0.408675162,-0.438176072,20
Anion_0256,CC(C(=O)[O-])(c1ccccc1)c1ccccc1,3.315649638,-0.893039285,3.942687602,1.203361275,2.169930014,7
Anion_0257,CC1=CC(=C([O-])[O-])[N-]O1,-0.124466165,-2.824445398,-1.305912265,-1.461886961,-0.830864422,17
Anion_0258,COc1ccc(OCC(=O)[O-])cc1,0.298358944,1.246887359,-1.004285366,0.219339459,-0.858123886,5
Anion_0259,O=C([O-])CCc1cccnc1,2.03181513,0.048869152,-0.686147509,2.103717286,-1.872482113,9
Anion_0260,O=C([O-])CCCN1C(=O)c2ccccc2C1=O,-0.288513029,0.94005465,0.487820969,2.951900527,-3.838850702,13
Anion_0261,N#[N+][N-]CCCCC(=O)[O-],1.825735518,-0.081827557,-0.816235995,1.474921468,-2.227272876,9
Anion_0262,O=C([O-])CCCC1CCCCC1,3.623825397,3.855730789,-1.661476028,-2.161533843,0.544383534,1
Anion_0263,CC(=CC(=O)[O-])c1ccccc1,-1.030239741,-1.073471351,-2.260896697,0.170957966,0.667963735,2
Anion_0264,O=C([O-])Cc1c[nH+]c[n-]1,3.779090184,0.925835786,-1.18263131,-0.983515614,-1.703243684,20
Anion_0265,O=C([O-])C1c2ccccc2Oc2ccccc21,2.28756812,-0.779448838,2.726711617,1.146113447,1.314788253,7
Anion_0266,O=C1CCC(C(=O)[O-])CC1,3.152839883,-1.266858189,-0.794101549,1.372242909,-0.540914701,20
Anion_0267,O=C([O-])CCOc1ccccc1,0.299680465,3.359533257,0.26221081,-1.404900283,-1.532546521,16
Anion_0268,COC(=O)CCCCCCCCC(=O)[O-],2.174316882,1.400128241,-2.264257573,1.992228152,0.100986373,9
Anion_0269,O=C([O-])COc1ccc(F)cc1,0.666266394,0.275039364,-0.472932675,-0.366835993,-1.785458158,5
Anion_0270,O=C([O-])C1=[N+]=c2ccccc2=[NH+]1,-2.427621573,-3.345739349,-1.380136912,-0.526059584,0.196177498,8
Anion_0271,O=C([O-])CC1=CCCCC1,2.892700548,0.064191662,-3.3784775,-0.039483466,-0.409811514,20
Anion_0272,C=CCC(C)(C)C(=O)[O-],4.023993813,0.332085866,0.866976283,-0.314931707,-0.313958895,20
Anion_0273,O=C([O-])C=CC(=O)c1ccccc1,-4.553585746,-0.390934541,0.670933202,-0.882592529,-2.270823972,0
Anion_0274,O=C([O-])CCC(=O)c1ccc(F)cc1,0.027825008,-0.286744737,-0.819682504,3.550323007,-2.228848765,13
Anion_0275,O=C([O-])CCC(=O)c1ccc(Br)cc1,-0.831940239,0.374163479,-0.394487535,3.75033447,-1.934356461,13
Anion_0276,O=C([O-])CN1CCOCC1,6.420261204,1.134547083,1.381408279,-3.166018409,0.08016825,11
Anion_0277,N#Cc1ccc(CC(=O)[O-])cc1,-0.729053636,0.30804635,0.679631765,-0.077640772,-2.028316982,4
Anion_0278,O=C([O-])C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.771309915,-0.812685096,3.822205447,1.629458924,2.082046426,7
Anion_0279,CC1=CC=CC(=CC=C([O-])[O-])[CH+]1,-1.97837412,0.487319632,-0.200499482,-0.546950268,-0.121633651,10
Anion_0280,O=C([O-])c1[c-][nH+]nc1,2.998628229,-2.104004009,-2.676632278,-0.813419281,-1.113690373,20
Anion_0281,Cc1ccc(C(=O)[O-])o1,1.034586857,-1.724003617,-1.983930737,-1.353196484,-0.665122962,17
Anion_0282,O=C1CCC(C(=O)[O-])CO1,3.165769704,-0.926102085,-1.301752782,0.320003165,-0.568868356,20
Anion_0283,O=C([O-])CCC(F)(F)F,5.739563521,0.881596838,-2.153787591,-2.848103364,-0.276426954,1
Anion_0284,O=C([O-])CCC1CCCC1,4.959118789,1.920320838,-2.508656366,-0.992156067,0.066580268,1
Anion_0285,O=C([O-])C(=O)c1ccco1,-1.104365102,-4.090402419,0.627029192,-0.00788621,-1.426681473,8
Anion_0286,O=C([O-])C1CCN(C(=O)OCc2ccccc2)CC1,-0.808765049,2.757049433,-0.503009631,0.831865266,2.192293168,6
Anion_0287,COc1cc(CCC(=O)[O-])cc(OC)c1OC,1.646174247,1.309605259,-2.156085525,1.834192531,0.756385687,9
Anion_0288,O=C([O-])C1=[N+]=CC=[S+]1,-0.958651456,-5.035756912,-1.274954287,-0.346633756,-0.980774537,8
Anion_0289,O=C([O-])C(=O)CCc1ccccc1,-2.095734619,-1.496828769,-0.197817203,-1.670001102,0.24961263,2
Anion_0290,CC(C)CCCC(=O)[O-],4.843114171,2.356180547,-2.05539808,-2.034816937,-0.237633459,1
Anion_0291,CCCC#CC(=O)[O-],-0.006372586,-1.650526099,-1.600218518,-3.13788715,0.831417843,2
Anion_0292,O=C([O-])Cc1c(Cl)cccc1Cl,2.801487233,0.415866318,3.815265032,0.161710076,-0.378038569,14
Anion_0293,C=CC=CC(=O)[O-],0.341013493,-1.65146743,-1.14423047,-0.553123624,-2.665075686,17
Anion_0294,COc1[c-]c2c(CC(=O)[O-])c[nH+]c-2cc1,0.943986903,0.41780461,-2.348672225,0.504254147,-1.239099533,9
Anion_0295,O=C([O-])COc1ccc(Br)cc1,0.025982803,0.771218813,-0.607918747,-0.079838948,-1.214675692,5
Anion_0296,O=C([O-])C#Cc1ccc(F)cc1,-3.478973678,-2.843643637,-1.225331892,-0.746833721,2.371646423,15
Anion_0297,O=C([O-])CC1=CC(=O)OC1=O,-2.460789037,-1.444864775,1.809912391,2.880901375,-4.878951931,4
Anion_0298,O=C([O-])c1[c-][nH+]cc1,3.513675388,-1.116053378,-3.252778115,-0.723730446,-0.527755236,20
Anion_0299,O=Cc1ccc(OCC(=O)[O-])cc1,-1.440227378,0.237666476,0.532304678,0.759050446,-2.537342009,4
Anion_0300,O=C([O-])C1(c2ccccc2)CCCC1,4.054809951,-1.199519358,2.070333458,1.991696697,2.249803088,7
Anion_0301,C=C(Cc1ccccc1)C(=O)[O-],0.603297301,-0.356081577,-0.021279637,-0.099797357,0.618323657,2
Anion_0302,O=C([O-])CCc1ccccc1Br,2.024567695,0.209084749,-1.524982981,1.755065813,-0.716522402,9
Anion_0303,O=C([O-])C1CCC(F)(F)CC1,5.763010628,-0.412854835,-2.231884605,-1.004796266,1.134070464,11
Anion_0304,O=C([O-])CCCCC(=O)c1ccccc1,0.499706201,0.06219301,-1.123080134,3.833159463,-1.722618576,13
Anion_0305,O=C([O-])C=Cc1cccc(F)c1,-2.261397808,-0.408126892,-1.202163316,-0.318414115,-0.654772117,2
Anion_0306,CCOC(=O)C(=O)[O-],1.162156249,-3.876914698,-0.128263897,-1.995816414,0.743892534,17
Anion_0307,O=C([O-])CC(=O)OCc1ccccc1,1.011566119,1.034255966,0.585696502,-1.626057089,-2.11242184,5
Anion_0308,C[n+]1c([O-])c2c(ncn2CC(=O)[O-])[n+](C)c1[O-],-0.565295465,0.905351989,1.909389131,-0.543513488,0.449709189,3
Anion_0309,CN(CC(=O)[O-])C(=O)OCc1ccccc1,2.701245732,0.332897226,1.355359168,1.371818173,-0.039210471,7
Anion_0310,O=C([O-])Cc1ccc2ccc3cccc4ccc1c2c34,-2.383685434,0.908862361,-0.520101117,2.956125887,0.327952952,13
Anion_0311,O=C([O-])c1cncs1,0.013571281,-4.334055795,-1.284892819,-0.202783344,-1.579896123,17
Anion_0312,O=C([O-])CCCS,4.033471714,0.725154296,-0.933936779,-1.179250256,-2.070589451,20
Anion_0313,CC(C)=CCC(=O)[O-],3.644799135,0.610159312,-1.635512871,-0.70760609,-0.582339853,20
Anion_0314,CCC#CC(=O)[O-],1.250704125,-3.309706194,-1.379037389,-1.991229727,1.298626503,17
Anion_0315,O=C([O-])C(=O)CC(=O)c1ccccc1,-3.21878307,-2.866583547,4.187170202,-1.599888537,-0.772603395,3
Anion_0316,COCCOCC(=O)[O-],4.555642417,1.184152447,-1.891202826,-3.45274917,-0.544597003,1
Anion_0317,O=C([O-])CSCc1ccccc1,1.412794987,-0.488549905,-1.459258162,1.013435808,0.174327565,9
Anion_0318,Cc1c(C(=O)[O-])oc2ccccc12,-1.457276839,-2.232312845,-0.624560408,-0.24790208,0.786487173,2
Anion_0319,Cc1cccc(OCC(=O)[O-])c1,1.202442803,0.194840098,-0.813633374,-0.161769554,-1.393412614,5
Anion_0320,O=C([O-])CCc1ccc2c(c1)OCO2,1.694271428,1.775696184,-1.625791745,1.818407208,-0.354084506,9
Anion_0321,CCOC(=O)C=CC(=O)[O-],-0.011886003,-2.818209733,-0.265682559,-0.444481025,-1.392612065,17
Anion_0322,CC(C)Cc1ccc(CC(=O)[O-])cc1,-0.357059593,3.718667375,0.055981358,-1.616482756,-0.512694951,16
Anion_0323,CCC(=O)CCC(=O)[O-],3.240589831,-0.541122942,-1.089770481,1.095318302,-2.033470648,20
Anion_0324,CN1C=C(C(=O)[O-])C=N1,2.193360908,-0.882379777,-2.391176886,-1.28574407,-0.905309471,20
Anion_0325,CN1CCC(C(=O)[O-])CC1,5.687291732,-0.022876074,-2.230224272,-0.630199135,1.382799675,11
Anion_0326,O=C([O-])c1coc2ccccc2c1=O,-1.310134386,-2.595691665,1.202822569,1.659305357,0.809631009,21
Anion_0327,C#CCC(=O)[O-],4.787679921,-2.301271376,-2.618856205,-0.627434149,-0.757806863,20
Anion_0328,C=CC(=O)OCCC(=O)[O-],0.572137901,0.874772406,-0.133788953,2.844848414,-2.012079154,13
Anion_0329,O=C([O-])C=Cc1cccc2ccccc12,-3.072587055,0.455300576,0.203560299,0.056457951,-0.641718634,0
Anion_0330,O=C([O-])C=Cc1ccc(Cl)c(Cl)c1,-3.456435781,0.134571733,-1.072944064,0.113865955,-0.167101833,10
Anion_0331,O=C([O-])C1(C(F)(F)F)CC1,5.719864546,-2.101832556,-0.096531041,-1.772163151,1.066957702,11
Anion_0332,CC(C)(C)c1ccc(CC(=O)[O-])cc1,0.37028955,2.751599748,-0.334807351,-0.943936271,-0.519552917,5
Anion_0333,O=C([O-])C[S+]=c1[c-]cc(Cl)cc1,0.443670378,-0.232682649,-1.119959862,1.051916584,0.082027775,9
Anion_0334,COc1ccccc1CCC(=O)[O-],2.296055483,0.69531597,-1.963404073,1.46730999,-0.123432436,9
Anion_0335,C[N+](C)=C1C=CC(=CC=C([O-])[O-])C=C1,-2.844411626,2.01667728,-2.233916444,0.213756934,1.309693871,10
Anion_0336,CC(=O)Oc1ccc(C=CC(=O)[O-])cc1,-3.67349028,1.98215596,-0.54964634,0.562885234,1.240809464,10
Anion_0337,O=C([O-])c1c[n+](C2CC2)c2cc(Cl)c(F)cc2c1[O-],-3.645103538,-0.702617332,-0.607459652,1.520543452,1.51552856,15
Anion_0338,C[N+](C)=c1[c-]cc(CC(=O)[O-])cc1,0.638217832,2.920032883,-0.606718741,-0.893041033,-0.615328098,5
Anion_0339,O=C([O-])c1c[n+](C2CC2)c2c(F)c(F)c(F)cc2c1[O-],-3.348140352,-1.110990042,-0.453761969,1.063222523,1.137509061,15
Anion_0340,CC(C)C=CC(=O)[O-],2.727898927,-0.684067096,-0.230377185,-0.604124292,-0.808125188,20
Anion_0341,CCCCC(=O)C(=O)[O-],0.267079187,-4.066872427,-1.128213681,0.045452778,0.415392461,17
Anion_0342,COc1ccccc1OCC(=O)[O-],2.502385799,-0.250583075,1.817220497,-0.075666101,-0.41380786,14
Anion_0343,O=C([O-])C=Cc1ccccc1F,-1.954682974,-0.730987558,-1.475925003,0.146996391,-0.535126238,2
Anion_0344,O=C([O-])CCc1ccco1,3.424101111,0.148025031,-2.004364432,1.253031907,-0.817782818,9
Anion_0345,O=C([O-])CCCOc1ccccc1,1.253605616,2.153606745,0.732293497,-2.323159898,-2.95630305,5
Anion_0346,O=C([O-])C=C1CCCCC1,2.126230627,-0.486639256,-1.701855539,-0.99821572,-0.414025833,20
Anion_0347,O=C([O-])CCCOCc1ccccc1,2.061410325,0.343155742,-2.170532072,2.429687213,-0.170510771,9
Anion_0348,O=C([O-])Cc1ccco1,3.09442829,0.153707597,-0.775545845,-0.94538968,-1.737212534,20
Anion_0349,O=C([O-])C=CC=Cc1ccc2c(c1)OCO2,-5.1398397,3.238073097,-0.720290073,-0.728088001,0.490916565,0
Anion_0350,COc1ccc(OC)c(CC(=O)[O-])c1,1.07840582,0.078975666,-0.841037928,-0.955106669,-0.576288974,5
Anion_0351,CC1=CC(C(=O)[O-])=NN1,1.619374064,-0.906929146,-2.299784408,-1.604424144,-0.5522038,20
Anion_0352,O=C([O-])C1=[S+2]=CC=C1Br,0.611621759,-3.965654066,0.851339743,-0.049102213,0.280358322,17
Anion_0353,C=CCCCCCC(=O)[O-],1.588846926,3.560432674,-0.919597947,-0.346373599,-0.722672451,5
Anion_0354,O=C([O-])C[N+]1=CC=[N+]=C1,3.187293083,-0.860380715,0.329497579,-2.218181372,-1.445739613,20
Anion_0355,CCCC(C)(C)C(=O)[O-],6.773527283,0.149436294,-0.321505407,-0.662542628,1.691984296,11
Anion_0356,O=C([O-])CCc1ccccc1Cl,2.138035829,0.147301465,-1.427089276,1.702968546,-0.914587834,9
Anion_0357,CN(C)CCC(=O)[O-],5.799027098,1.057456091,-2.125409018,-1.752313512,-0.608994409,1
Anion_0358,CS(=O)(=O)CC(=O)[O-],4.552330448,-2.188585575,1.549246626,-2.319141615,-0.000684796,11
Anion_0359,O=C([O-])C=CC1=CC=[N+]=C[CH-]1,-2.274914473,-1.655203254,-1.095806131,0.371650174,-1.010377313,15
Anion_0360,C[N+]1=[N+]=CC=C1C(=O)[O-],1.695539295,-3.295244558,-1.045541271,-1.477673657,-0.587753555,17
Anion_0361,C=CC(C)(C)C(=O)[O-],4.918465675,-1.58143722,0.443066414,0.580773039,-0.165229086,11
Anion_0362,CC(=O)CCCCCC(=O)[O-],3.189801938,-0.737045217,-1.704603064,1.826261201,-1.843450627,9
Anion_0363,O=C([O-])C#Cc1cccc2ccccc12,-5.436671625,-1.969750993,-0.052934515,-1.244129709,1.449419072,15
Anion_0364,O=C([O-])CCN1CCCCC1,5.325309949,0.929412647,-3.217857889,-0.092740722,0.935655701,1
Anion_0365,C[S+]=c1[c-]cc(CC(=O)[O-])cc1,0.382349837,2.236192678,0.129788571,-1.604686063,-1.26186196,5
Anion_0366,O=C([O-])C=Cc1c[nH+]c[n-]1,0.933701956,-1.295174849,-0.067122355,-1.957112746,-1.729652251,3
Anion_0367,O=C([O-])C1=[N+]=CC=[NH+]1,1.44325821,-3.309277233,-2.346132774,-0.970737974,-1.206197072,17
Anion_0368,CC(C)(CC(=O)[O-])c1ccccc1,1.075112013,0.971452904,-2.227239391,0.871102838,0.526925059,9
Anion_0369,CN1C=C(C(=O)[O-])C(C(F)F)=N1,1.660784541,-1.611165474,-0.560549663,-1.23297063,0.642085668,17
Anion_0370,O=C([O-])c1c[s+]c2cccc[c-]12,-0.685091623,-1.255368922,-1.008027019,-1.126770331,-1.170212198,2
Anion_0371,O=C([O-])C1=CC(=C2C=CC=C[CH+]2)O[N-]1,-3.943025087,-0.555655134,-0.392475758,-0.9184589,0.138486002,0
Anion_0372,CCCCC=CC(=O)[O-],0.647666225,0.447392553,-2.770433027,-0.813553174,0.156726742,2
Anion_0373,C=C(CC(=O)OC)C(=O)[O-],1.781914768,-1.774217152,-0.977916401,-1.103745711,-0.739740328,17
Anion_0374,COc1cc2c(c(OC)c1OC)=[NH+]C(=C([O-])[O-])C=2,-2.744908467,-0.392020992,-0.864467088,-0.115789782,3.172840125,10
Anion_0375,O=C([O-])c1ccno1,-0.085797948,-5.247728489,-1.295319513,-0.903477975,-0.898262767,17
Anion_0376,O=C([O-])CCCc1cccs1,1.606947429,1.088883028,-1.153325587,0.942225348,-1.271015327,9
Anion_0377,O=C([O-])c1c[n+](C2CC2)c2cc(F)c(F)cc2c1[O-],-3.160555519,-0.820427566,-0.603333857,1.097928595,1.333273419,15
Anion_0378,O=C([O-])C(=O)c1c[nH+]c2cccc[c-]12,-2.131476349,-1.813475646,-0.293597214,-0.342539136,-0.062994998,15
Anion_0379,Cc1ccccc1CCC(=O)[O-],2.614518257,0.45685549,-1.704129832,1.292248877,-0.580880803,9
Anion_0380,N#Cc1ccc(C=CC(=O)[O-])cc1,-3.653145066,-0.710982838,-1.129252829,1.435013542,-0.461333428,15
Anion_0381,O=C([O-])Cc1ccc(F)c(F)c1,1.168378757,0.28077206,-0.43021888,-0.144230147,-1.215428673,5
Anion_0382,O=Cc1ccc(C=CC(=O)[O-])cc1,-4.365552045,-0.368262195,-0.531647299,1.211781039,-0.978534642,15
Anion_0383,O=C([O-])c1cc(Br)cs1,-1.337695107,-2.705261822,-0.855595516,-1.183216323,-0.764572444,8
Anion_0384,Cc1ccc(CCCC(=O)[O-])cc1,1.1197644,2.390787744,-0.930250683,0.249973913,-0.483756446,5
Anion_0385,CCSCC(=O)[O-],5.031256616,-1.106276017,-2.088463359,-1.102192315,-0.525507913,20
Anion_0386,C=C(C)CC(=O)[O-],3.667979878,-1.407195348,-3.009490277,-0.374686417,-1.397263253,20
Anion_0387,Cc1occc1C(=O)[O-],2.610425105,-1.857728256,-1.423991784,-1.037492081,-0.71943412,20
Anion_0388,CC1=C[CH-]OC1=C([O-])[O-],2.198801606,-2.420740362,-0.340277388,-0.615668881,0.272685136,17
Anion_0389,CCCCCCCCCC=CC(=O)[O-],-3.917270445,6.249742717,-1.938826987,-2.31447121,2.408754269,19
Anion_0390,CC1(C)C(C(=O)[O-])C1(C)C,7.13936148,0.274869368,1.262635487,-0.749920719,1.673393829,11
Anion_0391,C=C(C(=O)[O-])C1CC1,2.395918011,-2.127302414,-1.333310155,-1.293329211,-1.117425843,17
Anion_0392,CC(F)(F)C(=O)[O-],5.712860065,-3.122907185,-1.213190632,-2.083442322,0.052373761,11
Anion_0393,O=C([O-])C1(c2ccc(Cl)cc2)CC1,1.849220373,-1.011244776,0.728705141,1.949914287,2.305505159,7
Anion_0394,O=C([O-])C#Cc1cccs1,-3.497911835,-3.631578594,-1.042034559,-0.422783303,1.591384614,15
Anion_0395,CC(C)(Cc1ccccc1)C(=O)[O-],3.580236445,-0.3371749,0.756404099,2.516324272,0.749735405,7
Anion_0396,N#CC1(C(=O)[O-])CC1,3.234302706,-3.430190886,-0.16624004,-1.747051238,0.040444563,17
Anion_0397,O=C([O-])c1c[n+](C2CC2)c2nc(Cl)c(F)cc2c1[O-],-3.489088999,-1.433773522,1.404080921,2.445184071,1.868986238,15
Anion_0398,O=C([O-])CCc1ccc(C(F)(F)F)cc1,0.935779399,1.689854832,-1.202964797,1.863086461,-0.889954159,9
Anion_0399,O=C([O-])c1cc2cc(Br)ccc2oc1=O,-5.239685629,-1.02194825,0.174913628,-0.800688484,-1.27335731,0
Anion_0400,CCCCCCC(=O)C(=O)[O-],-1.260122397,-2.156482314,-0.983482482,-0.106949759,1.371195687,2
Anion_0401,CC1CCC(C(=O)[O-])CC1,5.131031654,1.124713565,-2.740947495,-0.703511584,1.997574391,1
Anion_0402,O=C([O-])C=Cc1ccccc1Br,-1.647250041,-0.742981333,-0.759007606,0.373485607,-0.073961499,2
Anion_0403,COc1ccc(C(=O)CCC(=O)[O-])cc1OC,-0.498597075,0.682268239,-1.206064896,3.847416665,-1.039508904,13
Anion_0404,O=C([O-])c1cc2cc(Br)ccc2[nH]1,-2.740675757,-2.067332824,-2.012419907,0.103185502,1.255669795,15
Anion_0405,O=C([O-])Cc1c[s+]c2cccc[c-]12,1.763115813,0.804333307,3.164554519,-0.560791357,-1.298385031,14
Anion_0406,O=C([O-])COc1ccc(Cl)c(Cl)c1,-0.571858603,0.736012072,-0.024503949,-0.563509857,-1.652400132,5
Anion_0407,O=C([O-])CC[S+]=c1[c-]cccc1,2.195939871,0.249980628,-1.241987301,1.960135817,-0.812084465,9
Anion_0408,O=C([O-])Cc1ccc(F)cc1F,1.062183538,0.352322277,-0.112582251,-0.833463955,-1.257297888,5
Anion_0409,O=C([O-])Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,-0.564868373,0.56275825,0.058932433,0.009537607,-0.761002621,5
Anion_0410,O=C([O-])C[n+]1ccc2cccc[c-]21,0.719139059,0.450429094,1.394792588,-0.532901591,-0.174901519,5
Anion_0411,CC1=CC(=C([O-])[O-])[C+](C)O1,2.10077667,-0.994051942,-1.251298341,-1.178786737,0.151658731,20
Anion_0412,C[N+]1=CC=[N+]=C1C(=O)[O-],1.980788823,-2.848185586,-1.496530427,-1.008984644,-0.309382782,17
Anion_0413,CC1=[N+]=C[S+]=C1C(=O)[O-],0.378237337,-3.590449898,-0.2852968,-0.431145717,-1.055255304,17
Anion_0414,CCOc1ccc(CC(=O)[O-])cc1,0.1772238,3.537349542,-0.125799538,-1.066202766,-0.858034107,16
Anion_0415,O=C([O-])CCSSc1ccccn1,0.565061867,0.502485369,0.602996293,-0.029880453,-2.672075891,5
Anion_0416,C=C(C)CCC(=O)[O-],3.291662742,1.333270564,-1.437605211,-0.615152523,-1.109842981,20
Anion_0417,C=CCCCCCCC(=O)[O-],1.094290797,4.111907794,-1.415350059,0.611579995,0.163933552,6
Anion_0418,O=C([O-])Cc1cc(F)c(F)cc1F,0.758188569,0.146652813,0.12368692,-0.82761157,-1.432410629,5
Anion_0419,O=C([O-])C=Cc1ccccn1,-2.452246987,-0.917718925,-1.213885852,0.337624432,-0.838346725,15
Anion_0420,O=C([O-])CCCN1C(=O)C=CC1=O,-0.42198752,-0.561862994,1.165951318,3.788628951,-5.18111549,13
Anion_0421,CCCCC#CC(=O)[O-],-0.86490964,-0.488675897,-1.281391579,-3.795099668,1.086459701,2
Anion_0422,COc1ccc(C=CC(=O)[O-])c(OC)c1,-2.592325462,1.353604198,-1.81666553,-0.099908893,0.489109613,10
Anion_0423,O=C([O-])C1=CC=[S+2]=C1Br,1.085388769,-3.178917996,0.309761603,0.102279186,0.093839127,17
Anion_0424,O=Cc1ccc(C(=O)[O-])s1,-3.181416971,-3.83435209,-0.068687048,0.086471599,-1.50943622,8
Anion_0425,O=C([O-])Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-4.656004712,4.520297482,1.50221762,0.974297845,-1.36494586,16
Anion_0426,CCCCC(C)(C)C(=O)[O-],6.092213201,0.824326573,-0.767341866,-0.36332403,2.096765323,11
Anion_0427,COc1ccccc1C=CC(=O)[O-],0.506533508,-1.169687105,2.299033163,-1.514354186,-1.240335445,3
Anion_0428,O=C([O-])CCC(=O)c1ccc2ccccc2c1,-0.888370546,0.420723244,-0.459070942,3.935459744,-2.067247825,13
Anion_0429,O=C([O-])C(=O)c1ccc(C(F)(F)F)cc1,-3.175591166,-2.860328587,0.892494245,0.813028088,0.172826779,8
Anion_0430,CC1=[NH+]C(=C[O-])C(C)=C1C(=O)[O-],0.834571395,-1.24355001,-0.04087333,1.189575949,-0.126466064,9
Anion_0431,CC(C)CCCCC(=O)[O-],4.133665269,3.057166687,-2.227560444,-1.527281135,0.417257808,1
Anion_0432,O=C([O-])CCCCCN1C(=O)c2ccccc2C1=O,1.987599764,1.30841867,7.362337421,4.198612777,-0.663469183,12
Anion_0433,O=C([O-])C(=O)C=Cc1ccccc1,-4.746520303,-0.611983082,1.61076771,-1.553625954,-1.780434524,0
